calculate the throughput for one broker with different p values from 1 to 15
brokers: ,7,    p: ,"{'p1': 4, 'p2': 7, 'p3': 3, 'p4': 4, 'p5': 5, 'p6': 6, 'p7': 5}",|   ,268439.6,messages/sec
brokers: ,8,    p: ,"{'p1': 7, 'p2': 1, 'p3': 5, 'p4': 5, 'p5': 8, 'p6': 5, 'p7': 8, 'p8': 1}",|   ,286609.7,messages/sec
brokers: ,8,    p: ,"{'p1': 3, 'p2': 3, 'p3': 2, 'p4': 6, 'p5': 7, 'p6': 4, 'p7': 6, 'p8': 4}",|   ,295973.2,messages/sec
brokers: ,8,    p: ,"{'p1': 1, 'p2': 3, 'p3': 8, 'p4': 8, 'p5': 8, 'p6': 5, 'p7': 6, 'p8': 5}",|   ,300807.0,messages/sec
brokers: ,8,    p: ,"{'p1': 4, 'p2': 6, 'p3': 8, 'p4': 1, 'p5': 5, 'p6': 5, 'p7': 2, 'p8': 8}",|   ,292056.9,messages/sec
brokers: ,8,    p: ,"{'p1': 2, 'p2': 8, 'p3': 4, 'p4': 8, 'p5': 2, 'p6': 7, 'p7': 2, 'p8': 6}",|   ,293886.0,messages/sec
brokers: ,8,    p: ,"{'p1': 3, 'p2': 4, 'p3': 2, 'p4': 7, 'p5': 1, 'p6': 7, 'p7': 3, 'p8': 5}",|   ,280888.2,messages/sec
brokers: ,8,    p: ,"{'p1': 3, 'p2': 2, 'p3': 1, 'p4': 8, 'p5': 2, 'p6': 2, 'p7': 8, 'p8': 5}",|   ,271472.6,messages/sec
brokers: ,8,    p: ,"{'p1': 7, 'p2': 8, 'p3': 4, 'p4': 6, 'p5': 6, 'p6': 4, 'p7': 4, 'p8': 2}",|   ,305636.2,messages/sec
brokers: ,8,    p: ,"{'p1': 8, 'p2': 4, 'p3': 8, 'p4': 4, 'p5': 4, 'p6': 6, 'p7': 2, 'p8': 4}",|   ,303421.7,messages/sec
brokers: ,8,    p: ,"{'p1': 2, 'p2': 3, 'p3': 8, 'p4': 2, 'p5': 8, 'p6': 6, 'p7': 1, 'p8': 1}",|   ,264619.2,messages/sec
brokers: ,8,    p: ,"{'p1': 5, 'p2': 8, 'p3': 8, 'p4': 6, 'p5': 8, 'p6': 8, 'p7': 8, 'p8': 2}",|   ,318893.7,messages/sec
brokers: ,8,    p: ,"{'p1': 8, 'p2': 5, 'p3': 7, 'p4': 8, 'p5': 2, 'p6': 4, 'p7': 8, 'p8': 1}",|   ,295862.3,messages/sec
brokers: ,8,    p: ,"{'p1': 6, 'p2': 6, 'p3': 6, 'p4': 5, 'p5': 2, 'p6': 3, 'p7': 7, 'p8': 7}",|   ,307021.9,messages/sec
brokers: ,8,    p: ,"{'p1': 4, 'p2': 4, 'p3': 7, 'p4': 2, 'p5': 8, 'p6': 8, 'p7': 7, 'p8': 1}",|   ,293430.1,messages/sec
brokers: ,8,    p: ,"{'p1': 7, 'p2': 3, 'p3': 5, 'p4': 3, 'p5': 7, 'p6': 4, 'p7': 7, 'p8': 7}",|   ,310099.3,messages/sec
brokers: ,9,    p: ,"{'p1': 1, 'p2': 1, 'p3': 1, 'p4': 6, 'p5': 1, 'p6': 1, 'p7': 2, 'p8': 5, 'p9': 3}",|   ,256756.4,messages/sec
brokers: ,9,    p: ,"{'p1': 2, 'p2': 5, 'p3': 9, 'p4': 1, 'p5': 8, 'p6': 1, 'p7': 9, 'p8': 9, 'p9': 1}",|   ,306013.2,messages/sec
brokers: ,9,    p: ,"{'p1': 6, 'p2': 3, 'p3': 1, 'p4': 4, 'p5': 2, 'p6': 7, 'p7': 4, 'p8': 8, 'p9': 6}",|   ,325567.2,messages/sec
brokers: ,9,    p: ,"{'p1': 5, 'p2': 3, 'p3': 5, 'p4': 6, 'p5': 1, 'p6': 5, 'p7': 7, 'p8': 7, 'p9': 2}",|   ,327032.4,messages/sec
brokers: ,9,    p: ,"{'p1': 3, 'p2': 4, 'p3': 3, 'p4': 8, 'p5': 5, 'p6': 3, 'p7': 5, 'p8': 5, 'p9': 7}",|   ,341225.1,messages/sec
brokers: ,9,    p: ,"{'p1': 9, 'p2': 2, 'p3': 9, 'p4': 9, 'p5': 1, 'p6': 8, 'p7': 3, 'p8': 6, 'p9': 4}",|   ,334269.5,messages/sec
brokers: ,9,    p: ,"{'p1': 9, 'p2': 6, 'p3': 8, 'p4': 6, 'p5': 5, 'p6': 2, 'p7': 2, 'p8': 1, 'p9': 1}",|   ,309635.1,messages/sec
brokers: ,9,    p: ,"{'p1': 3, 'p2': 9, 'p3': 2, 'p4': 9, 'p5': 2, 'p6': 2, 'p7': 2, 'p8': 8, 'p9': 3}",|   ,318308.3,messages/sec
brokers: ,9,    p: ,"{'p1': 4, 'p2': 2, 'p3': 5, 'p4': 9, 'p5': 3, 'p6': 4, 'p7': 5, 'p8': 6, 'p9': 5}",|   ,339254.3,messages/sec
brokers: ,9,    p: ,"{'p1': 9, 'p2': 2, 'p3': 5, 'p4': 9, 'p5': 7, 'p6': 3, 'p7': 9, 'p8': 5, 'p9': 1}",|   ,334025.9,messages/sec
brokers: ,9,    p: ,"{'p1': 3, 'p2': 8, 'p3': 5, 'p4': 1, 'p5': 3, 'p6': 1, 'p7': 3, 'p8': 4, 'p9': 1}",|   ,289595.9,messages/sec
brokers: ,9,    p: ,"{'p1': 7, 'p2': 9, 'p3': 6, 'p4': 9, 'p5': 4, 'p6': 3, 'p7': 6, 'p8': 2, 'p9': 3}",|   ,343560.7,messages/sec
brokers: ,9,    p: ,"{'p1': 4, 'p2': 2, 'p3': 1, 'p4': 1, 'p5': 3, 'p6': 7, 'p7': 3, 'p8': 5, 'p9': 1}",|   ,284710.1,messages/sec
brokers: ,9,    p: ,"{'p1': 1, 'p2': 1, 'p3': 4, 'p4': 2, 'p5': 8, 'p6': 3, 'p7': 4, 'p8': 2, 'p9': 4}",|   ,294344.7,messages/sec
brokers: ,9,    p: ,"{'p1': 4, 'p2': 3, 'p3': 8, 'p4': 9, 'p5': 9, 'p6': 2, 'p7': 7, 'p8': 5, 'p9': 6}",|   ,349456.9,messages/sec
brokers: ,10,    p: ,"{'p1': 8, 'p2': 4, 'p3': 3, 'p4': 4, 'p5': 1, 'p6': 3, 'p7': 3, 'p8': 5, 'p9': 2, 'p10': 8}",|   ,354299.5,messages/sec
brokers: ,10,    p: ,"{'p1': 3, 'p2': 1, 'p3': 4, 'p4': 7, 'p5': 9, 'p6': 10, 'p7': 3, 'p8': 3, 'p9': 3, 'p10': 8}",|   ,366842.1,messages/sec
brokers: ,10,    p: ,"{'p1': 6, 'p2': 6, 'p3': 2, 'p4': 2, 'p5': 10, 'p6': 8, 'p7': 3, 'p8': 3, 'p9': 4, 'p10': 7}",|   ,374007.4,messages/sec
brokers: ,10,    p: ,"{'p1': 10, 'p2': 7, 'p3': 8, 'p4': 4, 'p5': 10, 'p6': 1, 'p7': 3, 'p8': 4, 'p9': 4, 'p10': 4}",|   ,374931.1,messages/sec
brokers: ,10,    p: ,"{'p1': 7, 'p2': 8, 'p3': 2, 'p4': 7, 'p5': 7, 'p6': 6, 'p7': 9, 'p8': 2, 'p9': 5, 'p10': 3}",|   ,382568.5,messages/sec
brokers: ,10,    p: ,"{'p1': 9, 'p2': 6, 'p3': 4, 'p4': 7, 'p5': 4, 'p6': 9, 'p7': 7, 'p8': 2, 'p9': 1, 'p10': 5}",|   ,373739.8,messages/sec
brokers: ,10,    p: ,"{'p1': 2, 'p2': 8, 'p3': 8, 'p4': 2, 'p5': 5, 'p6': 5, 'p7': 8, 'p8': 9, 'p9': 8, 'p10': 1}",|   ,371264.7,messages/sec
brokers: ,10,    p: ,"{'p1': 5, 'p2': 9, 'p3': 7, 'p4': 5, 'p5': 1, 'p6': 10, 'p7': 2, 'p8': 4, 'p9': 10, 'p10': 5}",|   ,376475.6,messages/sec
brokers: ,10,    p: ,"{'p1': 9, 'p2': 5, 'p3': 10, 'p4': 10, 'p5': 3, 'p6': 6, 'p7': 3, 'p8': 4, 'p9': 10, 'p10': 9}",|   ,399351.2,messages/sec
brokers: ,10,    p: ,"{'p1': 8, 'p2': 5, 'p3': 2, 'p4': 2, 'p5': 2, 'p6': 4, 'p7': 9, 'p8': 3, 'p9': 1, 'p10': 8}",|   ,351142.9,messages/sec
brokers: ,10,    p: ,"{'p1': 10, 'p2': 8, 'p3': 4, 'p4': 9, 'p5': 7, 'p6': 8, 'p7': 7, 'p8': 7, 'p9': 2, 'p10': 1}",|   ,382609.0,messages/sec
brokers: ,10,    p: ,"{'p1': 8, 'p2': 9, 'p3': 8, 'p4': 6, 'p5': 7, 'p6': 8, 'p7': 3, 'p8': 1, 'p9': 10, 'p10': 3}",|   ,384030.7,messages/sec
brokers: ,10,    p: ,"{'p1': 3, 'p2': 3, 'p3': 1, 'p4': 6, 'p5': 10, 'p6': 7, 'p7': 4, 'p8': 3, 'p9': 8, 'p10': 10}",|   ,372793.7,messages/sec
brokers: ,10,    p: ,"{'p1': 5, 'p2': 5, 'p3': 7, 'p4': 9, 'p5': 5, 'p6': 9, 'p7': 3, 'p8': 3, 'p9': 5, 'p10': 10}",|   ,394115.5,messages/sec
brokers: ,10,    p: ,"{'p1': 8, 'p2': 1, 'p3': 7, 'p4': 7, 'p5': 9, 'p6': 7, 'p7': 3, 'p8': 2, 'p9': 2, 'p10': 4}",|   ,363139.4,messages/sec
brokers: ,11,    p: ,"{'p1': 1, 'p2': 2, 'p3': 2, 'p4': 2, 'p5': 4, 'p6': 11, 'p7': 3, 'p8': 10, 'p9': 8, 'p10': 7, 'p11': 2}",|   ,385779.7,messages/sec
brokers: ,11,    p: ,"{'p1': 6, 'p2': 10, 'p3': 4, 'p4': 5, 'p5': 5, 'p6': 6, 'p7': 6, 'p8': 9, 'p9': 6, 'p10': 11, 'p11': 1}",|   ,427002.5,messages/sec
brokers: ,11,    p: ,"{'p1': 7, 'p2': 8, 'p3': 5, 'p4': 2, 'p5': 11, 'p6': 4, 'p7': 3, 'p8': 10, 'p9': 1, 'p10': 10, 'p11': 2}",|   ,406532.8,messages/sec
brokers: ,11,    p: ,"{'p1': 9, 'p2': 4, 'p3': 2, 'p4': 11, 'p5': 10, 'p6': 4, 'p7': 5, 'p8': 7, 'p9': 3, 'p10': 5, 'p11': 7}",|   ,428524.5,messages/sec
brokers: ,11,    p: ,"{'p1': 11, 'p2': 4, 'p3': 9, 'p4': 11, 'p5': 4, 'p6': 10, 'p7': 9, 'p8': 7, 'p9': 2, 'p10': 6, 'p11': 8}",|   ,442515.8,messages/sec
brokers: ,11,    p: ,"{'p1': 7, 'p2': 1, 'p3': 9, 'p4': 2, 'p5': 3, 'p6': 4, 'p7': 1, 'p8': 9, 'p9': 9, 'p10': 3, 'p11': 7}",|   ,391654.7,messages/sec
brokers: ,11,    p: ,"{'p1': 4, 'p2': 9, 'p3': 4, 'p4': 10, 'p5': 3, 'p6': 10, 'p7': 5, 'p8': 8, 'p9': 9, 'p10': 9, 'p11': 3}",|   ,437776.0,messages/sec
brokers: ,11,    p: ,"{'p1': 9, 'p2': 3, 'p3': 9, 'p4': 3, 'p5': 9, 'p6': 1, 'p7': 2, 'p8': 11, 'p9': 11, 'p10': 2, 'p11': 9}",|   ,409260.3,messages/sec
brokers: ,11,    p: ,"{'p1': 2, 'p2': 5, 'p3': 11, 'p4': 9, 'p5': 2, 'p6': 7, 'p7': 11, 'p8': 9, 'p9': 4, 'p10': 7, 'p11': 9}",|   ,433387.3,messages/sec
brokers: ,11,    p: ,"{'p1': 11, 'p2': 2, 'p3': 5, 'p4': 1, 'p5': 11, 'p6': 2, 'p7': 5, 'p8': 2, 'p9': 6, 'p10': 3, 'p11': 7}",|   ,394645.0,messages/sec
brokers: ,11,    p: ,"{'p1': 6, 'p2': 4, 'p3': 7, 'p4': 11, 'p5': 4, 'p6': 6, 'p7': 8, 'p8': 10, 'p9': 9, 'p10': 6, 'p11': 11}",|   ,449923.3,messages/sec
brokers: ,11,    p: ,"{'p1': 5, 'p2': 6, 'p3': 9, 'p4': 9, 'p5': 2, 'p6': 4, 'p7': 3, 'p8': 10, 'p9': 4, 'p10': 2, 'p11': 1}",|   ,399668.8,messages/sec
brokers: ,11,    p: ,"{'p1': 1, 'p2': 4, 'p3': 9, 'p4': 5, 'p5': 2, 'p6': 10, 'p7': 3, 'p8': 11, 'p9': 2, 'p10': 3, 'p11': 11}",|   ,401108.9,messages/sec
brokers: ,11,    p: ,"{'p1': 2, 'p2': 4, 'p3': 11, 'p4': 11, 'p5': 8, 'p6': 2, 'p7': 6, 'p8': 6, 'p9': 6, 'p10': 7, 'p11': 10}",|   ,431355.2,messages/sec
brokers: ,11,    p: ,"{'p1': 6, 'p2': 1, 'p3': 8, 'p4': 1, 'p5': 10, 'p6': 11, 'p7': 7, 'p8': 9, 'p9': 4, 'p10': 7, 'p11': 6}",|   ,415243.1,messages/sec
